Время инцидента;MAC Атакующий; MAC Жертвы; IP Атакующий;IP Жертвы;Вид атаки;CVE уязвимость;Цель (программа)
20.42;08:00:27:b1:9d:67; 08:00:27:fa:d3:d2;192.168.0.1;192.168.0.100;Improper Access Control;CVE-2024-1144;bWAPP
